Gene Symbol,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 1(s.e.m),Layer 2(s.e.m),Layer 3(s.e.m),Layer 4(s.e.m),Layer 5(s.e.m),Layer 6(s.e.m),Layer 7(s.e.m),Layer 8(s.e.m),Layer 9(s.e.m),p-values,q-values
E2f8,2.47711E-05,1.86114E-05,1.9044E-05,1.61257E-05,1.15102E-05,7.46826E-06,7.93368E-06,9.32502E-06,9.51218E-06,6.50446E-06,2.43284E-06,2.14104E-06,1.69096E-06,1.36204E-06,1.242E-06,1.45577E-06,2.46138E-06,2.52346E-06,7.28369E-08,1.04221E-06
E330009J07Rik,6.22392E-08,7.74479E-07,1.14072E-06,1.14251E-06,1.10734E-06,2.06146E-06,1.21802E-06,4.80053E-07,4.47401E-07,5.10249E-08,4.92138E-07,6.54821E-07,5.05234E-07,5.06684E-07,9.26174E-07,5.45712E-07,2.6831E-07,2.64646E-07,0.85662823,0.45002132
E330012B07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
E330013P04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
E330014E10Rik;D5Ertd577e;Gm3286,2.37797E-22,3.7205E-18,1.6082E-14,1.7266E-11,3.26741E-10,1.30267E-08,1.37081E-07,5.3503E-07,3.29537E-07,2.43297E-22,3.71674E-18,1.6133E-14,1.7301E-11,3.27867E-10,1.28964E-08,1.35395E-07,5.30487E-07,3.27754E-07,0.1115094,0.17111327
E330016A19Rik,3.41762E-12,3.11467E-09,4.84894E-08,4.03259E-07,4.98741E-07,4.54333E-07,2.40921E-07,7.44378E-08,1.06517E-07,2.59178E-12,2.26231E-09,3.40018E-08,2.91831E-07,3.47837E-07,3.65342E-07,1.86842E-07,6.08445E-08,8.46659E-08,0.77980554,0.44788739
E330017A01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
E330020D12Rik,2.00539E-09,6.17147E-08,1.07801E-07,4.07799E-08,4.95964E-09,3.52567E-11,2.20323E-25,0,0,2.0863E-09,6.23625E-08,1.07866E-07,4.07026E-08,4.97675E-09,3.53842E-11,2.21837E-25,0,0,0.84722208,0.44788739
E330021D16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
E330033B04Rik,1.26701E-18,5.78197E-16,9.08386E-14,1.44282E-10,2.16179E-09,1.39781E-07,3.24084E-07,1.19714E-07,2.45251E-07,1.20801E-18,5.39969E-16,8.5002E-14,1.3504E-10,2.02374E-09,1.31465E-07,3.03125E-07,1.12231E-07,2.30213E-07,0.89869476,0.45191541
E330034G19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
E430018J23Rik,1.18299E-05,5.73002E-06,5.64874E-06,5.68384E-06,5.82415E-06,4.91155E-06,4.38694E-06,4.36484E-06,3.49412E-06,5.88757E-06,1.57802E-06,1.22732E-06,9.85146E-07,1.21302E-06,1.3527E-06,9.91279E-07,1.12066E-06,9.95533E-07,0.67586993,0.43152433
E430025E21Rik;Kiaa0196,1.30916E-05,1.41529E-05,1.36577E-05,1.43944E-05,1.2271E-05,1.03099E-05,1.00729E-05,8.97447E-06,7.88712E-06,4.09782E-06,2.31979E-06,1.87152E-06,2.26459E-06,2.22242E-06,2.56479E-06,1.74181E-06,1.71786E-06,1.4346E-06,0.15285679,0.20627487
E4f1,5.70494E-06,7.16178E-06,5.10278E-06,5.26277E-06,5.24425E-06,4.0536E-06,3.73243E-06,2.49704E-06,2.48842E-06,3.43871E-06,2.17973E-06,1.13661E-06,1.05099E-06,1.04579E-06,1.45125E-06,1.43599E-06,7.17689E-07,7.32495E-07,0.005144712,0.02067651
E530001F21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
E530011L22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EF437368,0.000342204,0.000358141,0.000350022,0.000363623,0.000370771,0.000360684,0.00038326,0.000389572,0.000365533,2.83807E-05,1.71979E-05,1.12087E-05,9.8455E-06,1.15964E-05,1.17101E-05,1.28669E-05,1.56063E-05,1.66566E-05,0.1078397,0.1703405
EF437385,1.99918E-19,3.05992E-15,1.72093E-12,3.09601E-10,3.77556E-09,4.3628E-08,1.08212E-07,1.53618E-07,2.03956E-07,2.12853E-19,3.17739E-15,1.77721E-12,3.19057E-10,3.8943E-09,4.48504E-08,1.11427E-07,1.58855E-07,2.1005E-07,0.89869476,0.45191541
EF651840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EF651841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG212225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG214403,4.45446E-06,8.84393E-06,2.58595E-06,2.69861E-06,2.58495E-06,5.14328E-06,5.50043E-06,6.04183E-06,6.6004E-06,2.25548E-06,6.4787E-06,9.1189E-07,7.40261E-07,5.64219E-07,1.60712E-06,1.20057E-06,1.51797E-06,1.98649E-06,0.33474072,0.31641653
EG232599,1.47899E-08,1.03612E-07,9.84824E-08,7.86895E-09,9.45876E-10,1.32276E-10,1.81801E-25,0,0,1.56241E-08,1.05665E-07,1.00335E-07,8.0313E-09,9.65808E-10,1.35023E-10,1.86416E-25,0,0,0.84722208,0.44788739
EG245297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG328264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG328479;Gm5089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG381438;Gm5148,1.87504E-07,6.8327E-07,3.82306E-07,2.20082E-07,1.51195E-07,2.5902E-07,5.31703E-07,8.22608E-07,8.16373E-07,1.97883E-07,6.37828E-07,2.85338E-07,1.33783E-07,1.13017E-07,1.65964E-07,3.72852E-07,7.08173E-07,6.38462E-07,0.85749733,0.45029461
EG382421,1.84566E-07,1.81677E-07,1.73515E-07,3.54172E-07,2.74342E-07,6.27021E-08,1.2987E-07,5.28409E-07,3.27025E-07,1.83305E-07,1.60307E-07,1.37949E-07,2.5385E-07,1.94632E-07,4.40429E-08,1.30665E-07,5.27025E-07,3.281E-07,0.55121455,0.39236068
EG432743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG432982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG434280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG434510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG545391;Gm16432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG545728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG545936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG545963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG624367,2.3777E-11,1.03642E-08,8.819E-08,1.86368E-07,1.10802E-07,2.38333E-09,1.37577E-21,7.4047E-22,4.26047E-24,2.38218E-11,9.50244E-09,6.76666E-08,1.29012E-07,9.3409E-08,2.36386E-09,1.38257E-21,7.45826E-22,4.30308E-24,0.783858,0.44788739
EG625321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG629133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG629219;Sult2a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG630579;Zfp808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EG667283;Vmn1r139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
ENSMUSG00000052469;Gm9880;Tcp10a;Tcp10b;Tcp10c,1.55823E-08,2.2096E-07,2.84209E-07,1.35411E-07,1.21533E-07,1.16881E-20,9.62257E-23,0,1.16917E-25,1.68821E-08,2.32819E-07,2.99652E-07,1.43119E-07,1.28733E-07,1.2467E-20,1.02961E-22,0,1.26489E-25,0.84722208,0.44788739
ENSMUSG00000054427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
ENSMUSG00000058934,2.23442E-06,1.40345E-06,1.99096E-06,2.13213E-06,2.33987E-06,2.52714E-06,1.73082E-06,8.16304E-07,6.91461E-07,2.06847E-06,5.51434E-07,7.86345E-07,8.06354E-07,9.51818E-07,1.01652E-06,6.4584E-07,3.04059E-07,2.97667E-07,0.91890581,0.45601972
ENSMUSG00000063277;Gm5797;Gm10408;ENSMUSG00000079399;Gm10341;Gm3020;2610042L04Rik;Gm2897;ENSMUSG00000068790;Gm10406;BC016222;EF651819;LOC100036568;544988;Gm3696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
ENSMUSG00000073540;1700025G04Rik,5.43511E-08,5.74726E-07,3.08548E-07,6.38122E-08,1.1745E-07,1.60843E-07,5.65256E-07,7.25678E-07,6.31193E-07,5.37235E-08,5.4968E-07,2.96317E-07,4.5581E-08,9.98511E-08,1.05465E-07,4.81133E-07,6.2949E-07,5.37304E-07,0.66630258,0.42938408
ENSMUSG00000073777;AI506816;Gm3168,4.18574E-09,2.16606E-07,8.57279E-07,1.4399E-06,1.45093E-06,1.42164E-06,1.32056E-06,1.07066E-06,1.04384E-06,3.17219E-09,1.27614E-07,4.31365E-07,5.69828E-07,6.06239E-07,7.25833E-07,6.45875E-07,5.05239E-07,4.17979E-07,0.51279302,0.38091629
ENSMUSG00000079376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EU234017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EU234022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EU523865;EU523866;EU523867;EU523869;EU523868;EU523861;EU523862;EU523863;EU523858;EU523859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
EU599041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Eaf1,7.70569E-06,1.12697E-05,1.44661E-05,1.32049E-05,1.10945E-05,1.02466E-05,1.18783E-05,1.28861E-05,1.04908E-05,2.93913E-06,2.2309E-06,2.57183E-06,1.90222E-06,1.69223E-06,1.69031E-06,1.70987E-06,2.0918E-06,1.8465E-06,0.50212601,0.38091629
Eaf2;Traits,9.76238E-07,6.40763E-07,1.56146E-06,1.75752E-06,1.76302E-06,5.32349E-07,1.62878E-07,1.10402E-07,1.69957E-10,9.43708E-07,3.31334E-07,1.13426E-06,1.29803E-06,1.22122E-06,5.35073E-07,1.64023E-07,1.1151E-07,1.72017E-10,0.32249282,0.31047837
Eapp,3.38541E-05,3.00553E-05,2.71281E-05,2.8591E-05,2.70748E-05,2.42363E-05,2.4794E-05,2.39272E-05,2.53142E-05,1.20146E-05,4.22539E-06,2.60861E-06,3.20713E-06,3.13313E-06,2.99943E-06,3.05059E-06,3.02258E-06,3.95938E-06,0.37442838,0.33434836
Ear1,4.19059E-08,7.88031E-07,4.12096E-07,4.77441E-08,2.22142E-09,1.65831E-24,7.62396E-27,0,0,4.25516E-08,7.92954E-07,4.16303E-07,4.82698E-08,2.2409E-09,1.67271E-24,7.7034E-27,0,0,0.061141828,0.11945697
Ear10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Ear11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Ear14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Ear2;Ear3,2.86603E-09,1.21859E-07,1.8732E-07,1.141E-07,5.36724E-08,2.00661E-07,1.80838E-07,4.06104E-08,5.08704E-08,3.10955E-09,1.19353E-07,1.47868E-07,8.18442E-08,3.86057E-08,1.9655E-07,1.78248E-07,4.03492E-08,5.05512E-08,0.9385534,0.45700709
Ear5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Ear6;Ear7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Ears2,1.29237E-05,8.51313E-06,8.18314E-06,5.65309E-06,4.24035E-06,4.62601E-06,6.53843E-06,6.22666E-06,6.24447E-06,9.11531E-06,2.47155E-06,1.67351E-06,1.05385E-06,7.49791E-07,9.58857E-07,1.5671E-06,1.41501E-06,1.76505E-06,0.43567675,0.35485852
Ebag9,1.69302E-05,2.55997E-05,1.95353E-05,1.92681E-05,2.14926E-05,1.90483E-05,1.84812E-05,1.56867E-05,1.40732E-05,5.53888E-06,4.02529E-06,2.19518E-06,1.8056E-06,2.25252E-06,2.41549E-06,2.36741E-06,2.12314E-06,1.91459E-06,0.093026725,0.15629459
Ebf1;Ebf4;Ebf3;O/E-4S,3.49275E-07,4.18096E-07,1.19121E-07,6.69796E-08,1.22673E-07,3.06046E-08,8.93691E-20,5.80503E-20,2.36146E-20,3.63664E-07,4.26059E-07,1.21853E-07,5.83154E-08,1.22602E-07,3.08323E-08,8.99604E-20,5.85075E-20,2.3878E-20,0.3751088,0.33434836
Ebf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Ebi3,1.39093E-06,1.48549E-07,1.22712E-07,1.20576E-07,5.58386E-08,5.88847E-08,8.88299E-08,1.02834E-07,1.02162E-07,1.38347E-06,1.17988E-07,1.21802E-07,1.20685E-07,4.88235E-08,5.58258E-08,9.10499E-08,1.06065E-07,1.05115E-07,0.090183014,0.15324086
Ebna1bp2;D4Ertd617e,6.81336E-05,4.75105E-05,5.40938E-05,4.91229E-05,4.34603E-05,4.07781E-05,4.28497E-05,4.49453E-05,4.0261E-05,1.37627E-05,4.30602E-06,3.98408E-06,3.94238E-06,3.56969E-06,4.58146E-06,4.08308E-06,5.22976E-06,4.56229E-06,0.003902342,0.016794576
Ebp,0.000456407,0.000507459,0.000536276,0.000553351,0.000555654,0.000543068,0.000557186,0.000592738,0.00059792,3.65303E-05,1.59606E-05,1.38361E-05,1.41726E-05,1.36251E-05,1.67629E-05,1.56344E-05,1.85925E-05,2.14261E-05,0.020491176,0.057618867
Ebpl,9.21012E-05,0.000101485,0.000100464,8.88177E-05,8.51899E-05,8.47364E-05,7.81992E-05,7.95055E-05,7.46101E-05,1.53399E-05,9.18232E-06,5.68089E-06,4.46012E-06,5.19229E-06,6.71055E-06,4.77894E-06,6.10412E-06,6.47014E-06,0.029908942,0.075072261
Ecd,4.36151E-05,4.10608E-05,4.48702E-05,4.35992E-05,4.34526E-05,3.78214E-05,3.75454E-05,3.83703E-05,3.86465E-05,8.95059E-06,3.97914E-06,3.55673E-06,3.41176E-06,3.78709E-06,3.56945E-06,3.4247E-06,4.28208E-06,4.46899E-06,0.17347413,0.22242741
Ece1,0.000168955,0.000172117,0.000180301,0.00018606,0.000195743,0.000187759,0.000206328,0.000218195,0.000220377,2.12345E-05,1.02857E-05,7.59646E-06,6.78776E-06,7.46454E-06,8.30209E-06,8.80781E-06,1.23038E-05,1.52179E-05,0.006124483,0.023723291
Ece2,7.87595E-06,1.52895E-05,1.60476E-05,1.46095E-05,1.44487E-05,1.72527E-05,1.91991E-05,1.86535E-05,1.72813E-05,2.52169E-06,2.79406E-06,2.72021E-06,1.82947E-06,1.82687E-06,3.48569E-06,3.15998E-06,3.16436E-06,2.56197E-06,0.95340064,0.45859879
Ecel1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Ech1,0.000891178,0.000954519,0.000951677,0.000919397,0.000903321,0.000871092,0.000869659,0.000813772,0.000824753,4.6653E-05,2.69193E-05,1.94683E-05,2.21052E-05,1.99874E-05,2.23182E-05,1.97759E-05,2.5318E-05,3.53372E-05,0.000555791,0.003367773
Echdc1,2.99039E-06,2.95682E-06,3.57225E-06,2.56518E-06,2.07498E-06,1.86329E-06,1.29962E-06,1.03443E-06,1.21006E-06,1.87558E-06,9.44116E-07,1.08332E-06,7.24793E-07,6.68203E-07,7.848E-07,4.26788E-07,4.3651E-07,5.23934E-07,0.72054489,0.44236417
Echdc2,7.75631E-05,8.27669E-05,8.92296E-05,8.56317E-05,8.82322E-05,9.17937E-05,0.000101298,0.000102189,0.000114022,1.5504E-05,5.87588E-06,5.09659E-06,4.1805E-06,5.19999E-06,6.03915E-06,6.48945E-06,7.64088E-06,1.326E-05,0.005893519,0.022994273
Echdc3,0.000170884,7.24765E-05,7.56014E-05,7.8679E-05,8.32519E-05,7.77244E-05,7.58711E-05,7.37134E-05,7.61127E-05,5.0456E-05,5.77124E-06,5.14028E-06,5.09621E-06,5.1104E-06,5.52266E-06,5.08014E-06,5.24778E-06,5.86605E-06,0.11334346,0.1721826
Echs1,0.000227025,0.000241326,0.00023903,0.000250084,0.00025561,0.000252493,0.000259411,0.000264131,0.000258358,2.12401E-05,1.2839E-05,8.312E-06,7.88746E-06,8.1597E-06,1.01926E-05,9.56437E-06,1.24805E-05,1.35523E-05,0.73952048,0.44594008
Ecm1,1.6335E-06,6.72928E-06,8.51233E-06,6.46319E-06,5.11777E-06,5.01018E-06,2.87902E-06,2.40959E-06,2.44129E-06,8.15429E-07,2.13627E-06,2.52869E-06,1.72144E-06,1.35148E-06,1.6723E-06,8.64486E-07,8.34472E-07,8.47013E-07,0.36228488,0.33012226
Ecm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Ecscr,1.60125E-15,4.13976E-13,1.51278E-10,9.34736E-09,4.00033E-08,2.61144E-07,2.33783E-18,4.10426E-18,2.62441E-18,1.55408E-15,3.99469E-13,1.46239E-10,9.0086E-09,3.84927E-08,2.49507E-07,2.25584E-18,3.96264E-18,2.54378E-18,0.40386315,0.34238597
Ecsit,8.62035E-05,0.000101758,9.61712E-05,9.382E-05,9.62321E-05,9.62111E-05,9.01696E-05,7.97532E-05,7.56304E-05,1.39527E-05,1.09299E-05,6.04468E-06,4.84955E-06,5.89824E-06,7.24058E-06,6.59605E-06,7.57943E-06,8.38103E-06,0.016253903,0.048833586
Ect2,1.1147E-07,9.87815E-07,8.30265E-07,6.03285E-07,3.77548E-07,7.38157E-07,8.65741E-07,9.58672E-07,2.94267E-07,1.09716E-07,8.42936E-07,5.55348E-07,2.53101E-07,1.83681E-07,4.85324E-07,5.20525E-07,6.61647E-07,1.82009E-07,0.66260699,0.42840623
Ect2l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Eda,1.04849E-06,2.31591E-07,3.80014E-07,2.97775E-06,1.57289E-06,1.16636E-06,5.683E-07,2.32506E-07,3.71997E-07,1.0398E-06,1.50138E-07,1.78219E-07,1.89404E-06,6.78932E-07,5.78077E-07,3.43806E-07,1.49215E-07,2.61306E-07,0.1437841,0.19856176
Eda2r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Edar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Edaradd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Edc3,1.26386E-05,7.05361E-06,7.52576E-06,7.7268E-06,8.20496E-06,8.2287E-06,8.01101E-06,8.03837E-06,6.70823E-06,4.98487E-06,1.68647E-06,1.26473E-06,1.11208E-06,1.25187E-06,1.39909E-06,1.31192E-06,1.71083E-06,1.4164E-06,0.54096977,0.38870995
Edc4,1.98191E-05,1.90277E-05,1.68326E-05,1.48371E-05,1.49643E-05,1.30151E-05,1.32452E-05,1.33667E-05,1.28624E-05,6.6474E-06,3.88171E-06,2.89758E-06,2.08973E-06,2.11814E-06,2.16477E-06,2.94918E-06,3.17387E-06,2.80653E-06,0.096994844,0.16017893
Eddm3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Edem1,6.59591E-05,7.96262E-05,6.7831E-05,6.5968E-05,6.13749E-05,6.62474E-05,6.71705E-05,6.52297E-05,6.62567E-05,1.26317E-05,1.05279E-05,4.54993E-06,4.24655E-06,3.76302E-06,4.23817E-06,4.68744E-06,5.73299E-06,6.08891E-06,0.81218303,0.44788739
Edem2,7.45534E-05,7.83388E-05,7.60773E-05,6.64679E-05,6.45963E-05,6.61593E-05,5.58839E-05,5.71247E-05,5.65616E-05,1.26628E-05,7.01761E-06,5.62143E-06,3.88405E-06,4.31392E-06,6.71507E-06,4.31935E-06,5.04978E-06,5.4272E-06,0.008054777,0.029500415
Edem3,3.93375E-06,3.78598E-06,4.10782E-06,3.77051E-06,4.91402E-06,4.55455E-06,3.56847E-06,4.22418E-06,4.41592E-06,2.37798E-06,1.02431E-06,9.42699E-07,7.11189E-07,1.31375E-06,1.82026E-06,9.27987E-07,1.97724E-06,2.05967E-06,0.65630368,0.42690369
Edf1,0.000691241,0.000718574,0.000671244,0.000624772,0.000623017,0.000590896,0.000573436,0.000557641,0.000544511,4.63981E-05,2.4694E-05,1.92501E-05,1.46903E-05,1.47309E-05,1.67255E-05,1.42438E-05,1.68191E-05,2.01057E-05,0.000262932,0.001784197
Edn1,9.92755E-10,2.67209E-07,5.20555E-07,3.68177E-07,1.45046E-07,1.11325E-08,1.82594E-10,8.49462E-13,5.75641E-15,1.01751E-09,2.6631E-07,5.16534E-07,3.65781E-07,1.44263E-07,1.10962E-08,1.8235E-10,8.5096E-13,5.78618E-15,0.84722208,0.44788739
Edn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Edn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Ednra,3.87124E-18,2.54114E-13,4.21734E-11,4.2717E-09,2.03729E-08,1.46495E-07,1.71282E-07,9.78135E-08,7.6514E-08,4.10455E-18,2.57713E-13,4.29241E-11,4.36502E-09,2.08169E-08,1.48308E-07,1.73162E-07,9.95367E-08,7.75807E-08,0.89869476,0.45191541
Ednrb,1.38429E-08,2.74402E-07,3.11121E-07,6.84999E-08,7.03131E-08,5.23445E-07,1.06986E-06,1.04738E-06,9.54878E-07,1.24306E-08,2.03357E-07,2.37247E-07,4.37526E-08,6.27561E-08,4.50179E-07,6.88291E-07,6.13317E-07,5.67662E-07,0.7022346,0.43822808
Eea1,0.000145952,8.80504E-05,7.84606E-05,7.36713E-05,6.75142E-05,6.90358E-05,6.92479E-05,6.05588E-05,5.79749E-05,2.73128E-05,7.54484E-06,5.3384E-06,6.59983E-06,4.50418E-06,6.03708E-06,5.86013E-06,5.40058E-06,5.35128E-06,0.005361309,0.021356808
Eed,3.4887E-06,4.27076E-06,4.85861E-06,4.21236E-06,3.72713E-06,5.69836E-06,3.79311E-06,2.18387E-06,2.32091E-06,1.70988E-06,1.26251E-06,9.07796E-07,7.71002E-07,8.17458E-07,1.6203E-06,1.35377E-06,6.5982E-07,7.30977E-07,0.08647066,0.14896407
Eef1a1,0.001376209,0.001302693,0.0012609,0.001308322,0.001296611,0.001272953,0.001340209,0.00132898,0.00128134,9.98071E-05,4.03938E-05,2.81458E-05,2.44662E-05,2.92608E-05,3.27536E-05,3.16108E-05,3.26998E-05,4.21938E-05,0.4456085,0.3594995
Eef1a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Eef1b2,0.000181803,0.000218923,0.000225865,0.000240705,0.000242425,0.000254573,0.000263938,0.000273389,0.000279823,2.36913E-05,1.12882E-05,8.57876E-06,7.38146E-06,7.70598E-06,1.08742E-05,9.68134E-06,1.41676E-05,2.09066E-05,0.005992212,0.023266801
Eef1d,0.000151808,0.000149509,0.00013827,0.000131946,0.00012732,0.000125677,0.000118099,0.000114798,0.0001116,2.4929E-05,1.11224E-05,6.58213E-06,5.6904E-06,5.9439E-06,7.16494E-06,6.24267E-06,7.64542E-06,8.83688E-06,0.1049027,0.16723118
Eef1e1,5.6789E-06,1.44913E-05,1.34344E-05,1.41638E-05,1.19144E-05,1.26397E-05,1.28233E-05,1.26157E-05,1.32341E-05,2.47381E-06,2.7842E-06,1.69334E-06,2.19578E-06,1.48108E-06,1.81904E-06,1.9513E-06,2.10158E-06,2.29148E-06,0.85820789,0.4505211
Eef1g,0.00018184,0.000169346,0.000164557,0.000152463,0.000145672,0.000137579,0.000135489,0.000144742,0.000137973,2.30475E-05,9.45298E-06,6.83108E-06,6.17796E-06,6.25888E-06,7.07443E-06,6.43112E-06,8.33506E-06,8.6335E-06,0.050835131,0.10769972
Eef2,0.001161919,0.001160359,0.00116485,0.001151425,0.001154713,0.001129161,0.001095437,0.001097071,0.001085409,7.4456E-05,3.41396E-05,2.5073E-05,2.32893E-05,2.0706E-05,2.67519E-05,2.57458E-05,3.13142E-05,3.46722E-05,0.085153847,0.14752258
Eef2k,9.44999E-08,7.44819E-07,9.27911E-07,8.29262E-07,7.75437E-07,5.49691E-07,4.47907E-07,1.99049E-07,1.75562E-07,7.72407E-08,4.53237E-07,4.40949E-07,2.96525E-07,3.35812E-07,2.39934E-07,2.74607E-07,1.37931E-07,1.08462E-07,0.78126149,0.44788739
Eefsec,5.78058E-05,4.3147E-05,4.1839E-05,4.71671E-05,4.91223E-05,4.92544E-05,4.42243E-05,4.53549E-05,3.91148E-05,1.7656E-05,4.75521E-06,3.07219E-06,3.74751E-06,3.80602E-06,4.61852E-06,3.68114E-06,5.0408E-06,4.67589E-06,0.85991551,0.45105495
Eepd1,9.23386E-06,9.71922E-06,1.12266E-05,1.23884E-05,1.07105E-05,9.24649E-06,7.6566E-06,6.61545E-06,6.65716E-06,3.61431E-06,2.29527E-06,2.33849E-06,2.03191E-06,1.6986E-06,2.06576E-06,1.4691E-06,1.64767E-06,1.5311E-06,0.18693409,0.23133394
Efcab1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Efcab10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Efcab2,2.34429E-07,6.25619E-07,9.08058E-07,1.21578E-06,1.53451E-06,1.49933E-06,2.53394E-06,2.29849E-06,1.91454E-06,2.27781E-07,2.68322E-07,3.36676E-07,3.98056E-07,6.88272E-07,6.70382E-07,9.41252E-07,9.38666E-07,9.36829E-07,0.35625883,0.32742553
Efcab3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Efcab4a,1.64237E-10,1.5224E-08,1.105E-07,2.0689E-07,2.38822E-07,5.75511E-07,4.82366E-10,8.20853E-18,5.24882E-18,1.71496E-10,1.56613E-08,1.12591E-07,1.92531E-07,1.78482E-07,5.00984E-07,4.95037E-10,7.92528E-18,5.08756E-18,0.56385518,0.39550649
Efcab4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Efcab5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Efcab6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Efcab7,1.85051E-13,5.35086E-10,8.9765E-09,1.39561E-07,2.26621E-07,6.84834E-08,7.35182E-09,7.3767E-11,5.94148E-13,1.67281E-13,5.14733E-10,7.04118E-09,1.09523E-07,1.65666E-07,6.5229E-08,7.64455E-09,7.68034E-11,6.18055E-13,0.37310371,0.33397641
